datetime,hour,day_of_week,is_weekend,temperature_C,humidity_percent,previous_consumption_kWh,consumption_kWh
2025-02-03 03:00:00,3,0,0,29.74,59.82,1.895,3.339
2025-02-03 04:00:00,4,0,0,28.9,59.97,3.339,3.156
2025-02-03 05:00:00,5,0,0,30.48,63.62,3.156,3.896
2025-02-03 06:00:00,6,0,0,29.67,60.51,3.896,4.12
2025-02-03 07:00:00,7,0,0,29.5,49.88,4.12,4.172
2025-02-03 08:00:00,8,0,0,30.37,61.97,4.172,4.498
2025-02-03 09:00:00,9,0,0,27.39,54.1,4.498,3.512
2025-02-03 10:00:00,10,0,0,27.27,57.26,3.512,2.96
2025-02-03 11:00:00,11,0,0,25.23,62.07,2.96,2.66
2025-02-03 12:00:00,12,0,0,23.98,71.8,2.66,2.011
2025-02-03 13:00:00,13,0,0,22.87,78.25,2.011,2.378
2025-02-03 14:00:00,14,0,0,22.46,66.06,2.378,2.243
2025-02-03 15:00:00,15,0,0,20.38,63.78,2.243,1.698
2025-02-03 16:00:00,16,0,0,22.18,65.93,1.698,2.282
2025-02-03 17:00:00,17,0,0,18.46,70.67,2.282,2.228
2025-02-03 18:00:00,18,0,0,19.35,63.92,2.228,3.068
2025-02-03 19:00:00,19,0,0,19.14,74.66,3.068,3.305
2025-02-03 20:00:00,20,0,0,22.47,64.17,3.305,2.869
2025-02-03 21:00:00,21,0,0,21.39,66.38,2.869,2.999
2025-02-03 22:00:00,22,0,0,23.68,65.39,2.999,2.566
2025-02-03 23:00:00,23,0,0,21.11,66.22,2.566,2.362
2025-02-04 00:00:00,0,1,0,25.2,65.03,2.362,1.69
2025-02-04 01:00:00,1,1,0,27.43,55.97,1.69,2.519
2025-02-04 02:00:00,2,1,0,27.42,56.27,2.519,2.464
2025-02-04 03:00:00,3,1,0,29.93,51.55,2.464,3.191
2025-02-04 04:00:00,4,1,0,28.35,60.51,3.191,2.906
2025-02-04 05:00:00,5,1,0,31.74,59.5,2.906,4.353
2025-02-04 06:00:00,6,1,0,33.25,56.69,4.353,5.609
2025-02-04 07:00:00,7,1,0,29.09,66.1,5.609,4.326
2025-02-04 08:00:00,8,1,0,28.46,58.2,4.326,4.011
2025-02-04 09:00:00,9,1,0,30.52,59.93,4.011,5.299
2025-02-04 10:00:00,10,1,0,29.67,51.81,5.299,3.809
2025-02-04 11:00:00,11,1,0,25.31,58.82,3.809,2.77
2025-02-04 12:00:00,12,1,0,24.17,65.14,2.77,2.59
2025-02-04 13:00:00,13,1,0,23.08,66.78,2.59,2.37
2025-02-04 14:00:00,14,1,0,20.28,63.3,2.37,2.184
2025-02-04 15:00:00,15,1,0,19.89,64.73,2.184,2.058
2025-02-04 16:00:00,16,1,0,18.96,58.24,2.058,2.377
2025-02-04 17:00:00,17,1,0,18.82,64.16,2.377,1.669
2025-02-04 18:00:00,18,1,0,19.75,69.65,1.669,3.074
2025-02-04 19:00:00,19,1,0,20.32,67.62,3.074,3.101
2025-02-04 20:00:00,20,1,0,22.8,65.27,3.101,3.393
2025-02-04 21:00:00,21,1,0,19.77,65.43,3.393,3.07
2025-02-04 22:00:00,22,1,0,23.78,62.01,3.07,2.64
2025-02-04 23:00:00,23,1,0,23.19,59.15,2.64,2.733
2025-02-05 00:00:00,0,2,0,24.9,64.58,2.733,1.525
2025-02-05 01:00:00,1,2,0,27.28,61.28,1.525,2.319
2025-02-05 02:00:00,2,2,0,25.79,62.83,2.319,2.235
2025-02-05 03:00:00,3,2,0,29.08,55.11,2.235,2.845
2025-02-05 04:00:00,4,2,0,29.55,46.59,2.845,3.826
2025-02-05 05:00:00,5,2,0,30.54,62.06,3.826,4.07
2025-02-05 06:00:00,6,2,0,30.4,54.28,4.07,4.897
2025-02-05 07:00:00,7,2,0,33.48,49.9,4.897,5.703
2025-02-05 08:00:00,8,2,0,28.34,61.79,5.703,4.099
2025-02-05 09:00:00,9,2,0,27.71,56.87,4.099,3.665
2025-02-05 10:00:00,10,2,0,26.53,65.07,3.665,2.874
2025-02-05 11:00:00,11,2,0,25.43,63.74,2.874,2.814
2025-02-05 12:00:00,12,2,0,24.01,65.21,2.814,2.563
2025-02-05 13:00:00,13,2,0,25.46,53.8,2.563,2.484
2025-02-05 14:00:00,14,2,0,24.6,67.38,2.484,2.353
2025-02-05 15:00:00,15,2,0,20.58,65.84,2.353,2.152
2025-02-05 16:00:00,16,2,0,19.39,63.64,2.152,1.769
2025-02-05 17:00:00,17,2,0,20.85,65.04,1.769,2.173
2025-02-05 18:00:00,18,2,0,19.14,56.81,2.173,3.135
2025-02-05 19:00:00,19,2,0,21.09,66.17,3.135,3.151
2025-02-05 20:00:00,20,2,0,20.94,59.1,3.151,2.971
2025-02-05 21:00:00,21,2,0,19.16,58.91,2.971,2.778
2025-02-05 22:00:00,22,2,0,24.79,53.56,2.778,3.157
2025-02-05 23:00:00,23,2,0,26.37,65.47,3.157,3.586
2025-02-06 00:00:00,0,3,0,24.22,58.48,3.586,1.349
2025-02-06 01:00:00,1,3,0,25.85,67.99,1.349,1.815
2025-02-06 02:00:00,2,3,0,28.07,55.87,1.815,2.868
2025-02-06 03:00:00,3,3,0,29.17,49.12,2.868,3.635
2025-02-06 04:00:00,4,3,0,30.45,51.05,3.635,3.776
2025-02-06 05:00:00,5,3,0,32.98,60.79,3.776,4.968
2025-02-06 06:00:00,6,3,0,29.87,56.32,4.968,4.091
2025-02-06 07:00:00,7,3,0,28.77,55.24,4.091,4.209
2025-02-06 08:00:00,8,3,0,27.4,59.88,4.209,3.531
2025-02-06 09:00:00,9,3,0,27.58,61.45,3.531,3.607
2025-02-06 10:00:00,10,3,0,27.59,64.52,3.607,3.189
2025-02-06 11:00:00,11,3,0,29.12,64.94,3.189,4.281
2025-02-06 12:00:00,12,3,0,24.36,59.71,4.281,2.598
2025-02-06 13:00:00,13,3,0,24.18,55.03,2.598,2.373
2025-02-06 14:00:00,14,3,0,22.61,60.84,2.373,1.851
2025-02-06 15:00:00,15,3,0,23.38,63.59,1.851,2.141
2025-02-06 16:00:00,16,3,0,24.6,56.5,2.141,2.403
2025-02-06 17:00:00,17,3,0,19.51,60.61,2.403,2.069
2025-02-06 18:00:00,18,3,0,19.4,67.2,2.069,2.856
2025-02-06 19:00:00,19,3,0,21.87,63.26,2.856,2.977
2025-02-06 20:00:00,20,3,0,21.83,63.7,2.977,3.068
2025-02-06 21:00:00,21,3,0,24.37,57.71,3.068,3.239
2025-02-06 22:00:00,22,3,0,23.51,61.04,3.239,2.333
2025-02-06 23:00:00,23,3,0,23.3,57.74,2.333,2.77
2025-02-07 00:00:00,0,4,0,26.19,64.5,2.77,2.167
2025-02-07 01:00:00,1,4,0,28.26,63.57,2.167,3.053
2025-02-07 02:00:00,2,4,0,29.03,48.54,3.053,3.3
2025-02-07 03:00:00,3,4,0,29.6,52.67,3.3,3.515
2025-02-07 04:00:00,4,4,0,31.23,48.53,3.515,3.813
2025-02-07 05:00:00,5,4,0,31.89,52.24,3.813,3.858
2025-02-07 06:00:00,6,4,0,32.37,54.68,3.858,5.217
2025-02-07 07:00:00,7,4,0,31.1,48.87,5.217,5.237
2025-02-07 08:00:00,8,4,0,29.38,52.89,5.237,4.848
2025-02-07 09:00:00,9,4,0,29.06,52.73,4.848,4.673
2025-02-07 10:00:00,10,4,0,29.61,58.35,4.673,4.19
2025-02-07 11:00:00,11,4,0,25.37,61.05,4.19,2.764
2025-02-07 12:00:00,12,4,0,25.85,56.71,2.764,2.745
2025-02-07 13:00:00,13,4,0,23.42,63.15,2.745,2.217
2025-02-07 14:00:00,14,4,0,22.84,59.99,2.217,2.652
2025-02-07 15:00:00,15,4,0,23.68,60.69,2.652,1.954
2025-02-07 16:00:00,16,4,0,21.26,72.36,1.954,2.522
2025-02-07 17:00:00,17,4,0,20.54,71.27,2.522,1.944
2025-02-07 18:00:00,18,4,0,18.26,59.89,1.944,3.648
2025-02-07 19:00:00,19,4,0,21.59,67.88,3.648,2.848
2025-02-07 20:00:00,20,4,0,21.94,67.51,2.848,3.23
2025-02-07 21:00:00,21,4,0,25.01,55.25,3.23,3.145
2025-02-07 22:00:00,22,4,0,22.34,67.22,3.145,2.528
2025-02-07 23:00:00,23,4,0,24.34,69.22,2.528,2.983
2025-02-08 00:00:00,0,5,1,25.84,54.72,2.983,2.611
2025-02-08 01:00:00,1,5,1,29.12,53.11,2.611,3.282
2025-02-08 02:00:00,2,5,1,27.82,63.83,3.282,2.678
2025-02-08 03:00:00,3,5,1,29.42,58.82,2.678,3.634
2025-02-08 04:00:00,4,5,1,30.71,59.19,3.634,4.157
2025-02-08 05:00:00,5,5,1,30.57,58.24,4.157,4.363
2025-02-08 06:00:00,6,5,1,29.79,59.12,4.363,4.999
2025-02-08 07:00:00,7,5,1,30.59,49.9,4.999,5.14
2025-02-08 08:00:00,8,5,1,31.41,61.11,5.14,6.022
2025-02-08 09:00:00,9,5,1,27.46,64.88,6.022,4.342
2025-02-08 10:00:00,10,5,1,28.16,57.32,4.342,3.839
2025-02-08 11:00:00,11,5,1,25.71,60.22,3.839,2.735
2025-02-08 12:00:00,12,5,1,27.26,51.54,2.735,3.659
2025-02-08 13:00:00,13,5,1,21.89,66.06,3.659,2.516
2025-02-08 14:00:00,14,5,1,22.13,66.16,2.516,2.825
2025-02-08 15:00:00,15,5,1,22.49,62.69,2.825,2.655
2025-02-08 16:00:00,16,5,1,23.48,67.84,2.655,2.173
2025-02-08 17:00:00,17,5,1,20.54,62.9,2.173,2.418
2025-02-08 18:00:00,18,5,1,19.63,68.12,2.418,3.834
2025-02-08 19:00:00,19,5,1,23.46,57.14,3.834,3.932
2025-02-08 20:00:00,20,5,1,18.96,65.71,3.932,3.655
2025-02-08 21:00:00,21,5,1,18.63,65.22,3.655,3.515
2025-02-08 22:00:00,22,5,1,23.62,63.23,3.515,3.247
2025-02-08 23:00:00,23,5,1,23.42,60.42,3.247,3.257
2025-02-09 00:00:00,0,6,1,24.09,61.07,3.257,2.06
2025-02-09 01:00:00,1,6,1,27.98,62.74,2.06,2.76
2025-02-09 02:00:00,2,6,1,28.49,56.02,2.76,3.2
2025-02-09 03:00:00,3,6,1,28.31,50.32,3.2,3.077
2025-02-09 04:00:00,4,6,1,28.03,67.32,3.077,3.339
2025-02-09 05:00:00,5,6,1,31.76,62.5,3.339,4.95
2025-02-09 06:00:00,6,6,1,31.6,49.26,4.95,5.244
2025-02-09 07:00:00,7,6,1,30.31,60.2,5.244,4.46
2025-02-09 08:00:00,8,6,1,32.73,52.3,4.46,5.917
2025-02-09 09:00:00,9,6,1,27.56,60.27,5.917,4.548
2025-02-09 10:00:00,10,6,1,25.84,61.8,4.548,3.246
2025-02-09 11:00:00,11,6,1,25.88,59.12,3.246,3.305
2025-02-09 12:00:00,12,6,1,25.56,56.64,3.305,3.06
2025-02-09 13:00:00,13,6,1,24.7,57.79,3.06,2.524
2025-02-09 14:00:00,14,6,1,22.76,58.21,2.524,2.713
2025-02-09 15:00:00,15,6,1,22.62,58.75,2.713,2.331
2025-02-09 16:00:00,16,6,1,19.42,65.13,2.331,3.014
2025-02-09 17:00:00,17,6,1,22.96,59.05,3.014,2.518
2025-02-09 18:00:00,18,6,1,20.5,68.01,2.518,3.521
2025-02-09 19:00:00,19,6,1,22.47,70.46,3.521,3.397
2025-02-09 20:00:00,20,6,1,21.81,60.65,3.397,3.41
2025-02-09 21:00:00,21,6,1,22.77,63.98,3.41,3.265
2025-02-09 22:00:00,22,6,1,23.98,64.31,3.265,3.511
2025-02-09 23:00:00,23,6,1,25.0,63.36,3.511,3.558
2025-02-10 00:00:00,0,0,0,26.75,59.98,3.558,2.144
2025-02-10 01:00:00,1,0,0,29.07,61.46,2.144,3.598
2025-02-10 02:00:00,2,0,0,28.58,60.55,3.598,2.98
2025-02-10 03:00:00,3,0,0,30.38,50.51,2.98,3.836
2025-02-10 04:00:00,4,0,0,29.98,61.36,3.836,3.422
2025-02-10 05:00:00,5,0,0,32.77,59.22,3.422,4.736
2025-02-10 06:00:00,6,0,0,29.77,53.37,4.736,4.48
2025-02-10 07:00:00,7,0,0,33.31,54.54,4.48,5.288
2025-02-10 08:00:00,8,0,0,30.05,60.37,5.288,5.239
2025-02-10 09:00:00,9,0,0,27.17,58.22,5.239,4.158
2025-02-10 10:00:00,10,0,0,28.48,63.58,4.158,3.585
2025-02-10 11:00:00,11,0,0,26.06,71.97,3.585,2.634
2025-02-10 12:00:00,12,0,0,27.04,55.43,2.634,3.387
2025-02-10 13:00:00,13,0,0,23.51,55.29,3.387,2.272
2025-02-10 14:00:00,14,0,0,22.61,64.43,2.272,2.324
2025-02-10 15:00:00,15,0,0,19.41,69.08,2.324,2.238
2025-02-10 16:00:00,16,0,0,20.77,63.23,2.238,2.245
2025-02-10 17:00:00,17,0,0,17.32,74.41,2.245,2.387
2025-02-10 18:00:00,18,0,0,18.41,59.58,2.387,3.458
2025-02-10 19:00:00,19,0,0,22.09,66.79,3.458,2.938
2025-02-10 20:00:00,20,0,0,22.63,59.86,2.938,3.424
2025-02-10 21:00:00,21,0,0,22.89,71.29,3.424,3.385
2025-02-10 22:00:00,22,0,0,21.83,73.5,3.385,3.67
2025-02-10 23:00:00,23,0,0,24.42,57.63,3.67,2.676
2025-02-11 00:00:00,0,1,0,25.93,57.5,2.676,2.103
2025-02-11 01:00:00,1,1,0,25.5,64.9,2.103,1.353
2025-02-11 02:00:00,2,1,0,30.69,54.51,1.353,3.847
2025-02-11 03:00:00,3,1,0,30.79,56.14,3.847,3.65
2025-02-11 04:00:00,4,1,0,29.94,57.18,3.65,4.041
2025-02-11 05:00:00,5,1,0,30.81,46.75,4.041,3.765
2025-02-11 06:00:00,6,1,0,31.25,55.93,3.765,4.5
2025-02-11 07:00:00,7,1,0,27.71,55.39,4.5,3.68
2025-02-11 08:00:00,8,1,0,29.9,54.62,3.68,4.187
2025-02-11 09:00:00,9,1,0,28.45,65.46,4.187,4.471
2025-02-11 10:00:00,10,1,0,26.94,53.17,4.471,2.63
2025-02-11 11:00:00,11,1,0,26.81,63.62,2.63,3.181
2025-02-11 12:00:00,12,1,0,28.64,56.7,3.181,3.338
2025-02-11 13:00:00,13,1,0,25.61,59.12,3.338,2.732
2025-02-11 14:00:00,14,1,0,22.58,66.89,2.732,2.646
2025-02-11 15:00:00,15,1,0,23.26,64.09,2.646,2.28
2025-02-11 16:00:00,16,1,0,23.71,64.89,2.28,1.902
2025-02-11 17:00:00,17,1,0,22.5,67.84,1.902,2.017
2025-02-11 18:00:00,18,1,0,21.03,62.52,2.017,3.321
2025-02-11 19:00:00,19,1,0,20.14,61.83,3.321,3.318
2025-02-11 20:00:00,20,1,0,22.66,57.45,3.318,2.742
2025-02-11 21:00:00,21,1,0,22.99,58.48,2.742,3.123
2025-02-11 22:00:00,22,1,0,24.78,75.92,3.123,2.48
2025-02-11 23:00:00,23,1,0,25.6,66.74,2.48,3.212
2025-02-12 00:00:00,0,2,0,27.67,52.11,3.212,2.527
2025-02-12 01:00:00,1,2,0,26.58,53.12,2.527,2.413
2025-02-12 02:00:00,2,2,0,30.57,58.95,2.413,3.67
2025-02-12 03:00:00,3,2,0,29.93,59.8,3.67,3.133
2025-02-12 04:00:00,4,2,0,33.54,56.92,3.133,4.573
2025-02-12 05:00:00,5,2,0,29.89,55.81,4.573,3.686
2025-02-12 06:00:00,6,2,0,33.7,53.41,3.686,5.758
2025-02-12 07:00:00,7,2,0,31.22,57.66,5.758,4.882
2025-02-12 08:00:00,8,2,0,29.45,57.87,4.882,4.402
2025-02-12 09:00:00,9,2,0,28.9,46.78,4.402,4.615
2025-02-12 10:00:00,10,2,0,28.11,57.36,4.615,3.428
2025-02-12 11:00:00,11,2,0,28.02,54.32,3.428,3.576
2025-02-12 12:00:00,12,2,0,26.88,60.37,3.576,3.784
2025-02-12 13:00:00,13,2,0,23.94,76.78,3.784,1.894
2025-02-12 14:00:00,14,2,0,23.56,63.99,1.894,1.772
2025-02-12 15:00:00,15,2,0,25.77,58.82,1.772,3.006
2025-02-12 16:00:00,16,2,0,24.35,66.13,3.006,2.073
2025-02-12 17:00:00,17,2,0,21.92,65.88,2.073,1.945
2025-02-12 18:00:00,18,2,0,21.15,66.18,1.945,3.121
2025-02-12 19:00:00,19,2,0,21.44,66.88,3.121,3.135
2025-02-12 20:00:00,20,2,0,22.68,73.14,3.135,3.483
2025-02-12 21:00:00,21,2,0,21.02,58.53,3.483,3.176
2025-02-12 22:00:00,22,2,0,23.21,64.8,3.176,3.097
2025-02-12 23:00:00,23,2,0,22.3,58.53,3.097,2.456
2025-02-13 00:00:00,0,3,0,26.84,62.3,2.456,2.073
2025-02-13 01:00:00,1,3,0,28.51,53.6,2.073,2.219
2025-02-13 02:00:00,2,3,0,28.02,56.5,2.219,2.57
2025-02-13 03:00:00,3,3,0,32.14,53.81,2.57,4.499
2025-02-13 04:00:00,4,3,0,28.74,62.89,4.499,3.269
2025-02-13 05:00:00,5,3,0,28.88,62.49,3.269,3.227
2025-02-13 06:00:00,6,3,0,31.58,49.51,3.227,5.031
2025-02-13 07:00:00,7,3,0,32.64,55.16,5.031,5.353
2025-02-13 08:00:00,8,3,0,33.1,50.97,5.353,5.853
2025-02-13 09:00:00,9,3,0,29.09,51.43,5.853,4.699
2025-02-13 10:00:00,10,3,0,30.36,55.62,4.699,3.941
2025-02-13 11:00:00,11,3,0,27.48,57.47,3.941,3.483
2025-02-13 12:00:00,12,3,0,25.99,72.35,3.483,3.163
2025-02-13 13:00:00,13,3,0,26.28,62.14,3.163,2.943
2025-02-13 14:00:00,14,3,0,24.72,54.33,2.943,2.663
2025-02-13 15:00:00,15,3,0,20.34,61.9,2.663,2.893
2025-02-13 16:00:00,16,3,0,24.13,66.8,2.893,2.137
2025-02-13 17:00:00,17,3,0,23.49,72.65,2.137,2.123
2025-02-13 18:00:00,18,3,0,20.31,56.83,2.123,3.132
2025-02-13 19:00:00,19,3,0,22.01,53.99,3.132,3.245
2025-02-13 20:00:00,20,3,0,22.66,72.23,3.245,3.199
2025-02-13 21:00:00,21,3,0,23.1,64.47,3.199,3.024
2025-02-13 22:00:00,22,3,0,22.92,58.32,3.024,2.627
2025-02-13 23:00:00,23,3,0,23.94,64.52,2.627,2.862
2025-02-14 00:00:00,0,4,0,26.36,46.74,2.862,2.555
2025-02-14 01:00:00,1,4,0,29.45,57.46,2.555,3.368
2025-02-14 02:00:00,2,4,0,29.71,58.87,3.368,3.604
2025-02-14 03:00:00,3,4,0,29.37,62.12,3.604,3.232
2025-02-14 04:00:00,4,4,0,31.88,50.43,3.232,4.428
2025-02-14 05:00:00,5,4,0,26.95,59.87,4.428,2.677
2025-02-14 06:00:00,6,4,0,33.12,49.88,2.677,5.337
2025-02-14 07:00:00,7,4,0,28.61,59.39,5.337,4.194
2025-02-14 08:00:00,8,4,0,30.18,52.38,4.194,4.532
2025-02-14 09:00:00,9,4,0,28.25,56.36,4.532,4.054
2025-02-14 10:00:00,10,4,0,26.95,54.46,4.054,3.199
2025-02-14 11:00:00,11,4,0,29.43,60.71,3.199,4.164
2025-02-14 12:00:00,12,4,0,25.69,64.74,4.164,2.53
2025-02-14 13:00:00,13,4,0,25.62,59.33,2.53,3.08
2025-02-14 14:00:00,14,4,0,23.82,62.13,3.08,2.378
2025-02-14 15:00:00,15,4,0,23.57,54.9,2.378,2.014
2025-02-14 16:00:00,16,4,0,22.18,61.76,2.014,1.734
2025-02-14 17:00:00,17,4,0,19.64,65.04,1.734,1.989
2025-02-14 18:00:00,18,4,0,22.89,75.79,1.989,3.205
2025-02-14 19:00:00,19,4,0,20.82,58.78,3.205,3.228
2025-02-14 20:00:00,20,4,0,19.73,72.54,3.228,2.993
2025-02-14 21:00:00,21,4,0,22.22,68.21,2.993,2.473
2025-02-14 22:00:00,22,4,0,26.14,61.49,2.473,3.535
2025-02-14 23:00:00,23,4,0,26.37,68.69,3.535,3.565
2025-02-15 00:00:00,0,5,1,26.02,62.05,3.565,2.58
2025-02-15 01:00:00,1,5,1,27.31,61.1,2.58,2.684
2025-02-15 02:00:00,2,5,1,28.56,57.89,2.684,3.73
2025-02-15 03:00:00,3,5,1,33.19,60.57,3.73,4.499
2025-02-15 04:00:00,4,5,1,31.44,61.33,4.499,4.765
2025-02-15 05:00:00,5,5,1,32.01,52.26,4.765,4.674
2025-02-15 06:00:00,6,5,1,33.09,47.94,4.674,6.128
2025-02-15 07:00:00,7,5,1,31.73,54.6,6.128,5.575
2025-02-15 08:00:00,8,5,1,30.48,52.61,5.575,5.52
2025-02-15 09:00:00,9,5,1,29.78,56.86,5.52,5.001
2025-02-15 10:00:00,10,5,1,28.93,64.04,5.001,3.92
2025-02-15 11:00:00,11,5,1,27.78,56.49,3.92,4.217
2025-02-15 12:00:00,12,5,1,27.63,58.68,4.217,3.827
2025-02-15 13:00:00,13,5,1,25.32,61.03,3.827,3.119
2025-02-15 14:00:00,14,5,1,25.14,65.13,3.119,3.292
2025-02-15 15:00:00,15,5,1,22.88,51.46,3.292,2.282
2025-02-15 16:00:00,16,5,1,22.33,60.1,2.282,2.617
2025-02-15 17:00:00,17,5,1,18.71,67.09,2.617,2.228
2025-02-15 18:00:00,18,5,1,22.91,68.67,2.228,3.633
2025-02-15 19:00:00,19,5,1,22.23,60.76,3.633,3.568
2025-02-15 20:00:00,20,5,1,23.71,52.65,3.568,3.058
2025-02-15 21:00:00,21,5,1,18.66,69.17,3.058,3.13
2025-02-15 22:00:00,22,5,1,27.17,56.09,3.13,4.68
2025-02-15 23:00:00,23,5,1,25.04,55.02,4.68,3.745
2025-02-16 00:00:00,0,6,1,28.35,55.2,3.745,3.221
2025-02-16 01:00:00,1,6,1,26.42,58.94,3.221,2.607
2025-02-16 02:00:00,2,6,1,30.1,53.89,2.607,3.778
2025-02-16 03:00:00,3,6,1,28.64,47.06,3.778,3.723
2025-02-16 04:00:00,4,6,1,30.08,61.42,3.723,3.909
2025-02-16 05:00:00,5,6,1,34.38,59.87,3.909,5.618
2025-02-16 06:00:00,6,6,1,31.4,59.14,5.618,5.609
2025-02-16 07:00:00,7,6,1,31.84,49.84,5.609,5.399
2025-02-16 08:00:00,8,6,1,32.32,54.14,5.399,6.268
2025-02-16 09:00:00,9,6,1,30.96,56.2,6.268,5.129
2025-02-16 10:00:00,10,6,1,29.41,60.47,5.129,4.769
2025-02-16 11:00:00,11,6,1,28.53,61.52,4.769,4.03
2025-02-16 12:00:00,12,6,1,30.29,53.1,4.03,4.725
2025-02-16 13:00:00,13,6,1,25.3,61.17,4.725,2.584
2025-02-16 14:00:00,14,6,1,24.49,63.7,2.584,2.641
2025-02-16 15:00:00,15,6,1,24.72,68.5,2.641,2.533
2025-02-16 16:00:00,16,6,1,24.01,65.31,2.533,2.32
2025-02-16 17:00:00,17,6,1,23.63,66.04,2.32,2.341
2025-02-16 18:00:00,18,6,1,22.64,63.31,2.341,3.906
2025-02-16 19:00:00,19,6,1,20.14,71.94,3.906,3.602
2025-02-16 20:00:00,20,6,1,24.8,63.21,3.602,3.792
2025-02-16 21:00:00,21,6,1,21.43,59.55,3.792,3.051
2025-02-16 22:00:00,22,6,1,24.64,68.31,3.051,3.235
2025-02-16 23:00:00,23,6,1,24.26,65.08,3.235,3.7
2025-02-17 00:00:00,0,0,0,26.73,57.4,3.7,2.137
2025-02-17 01:00:00,1,0,0,28.61,55.71,2.137,3.378
2025-02-17 02:00:00,2,0,0,29.81,58.64,3.378,3.337
2025-02-17 03:00:00,3,0,0,30.99,58.52,3.337,3.859
2025-02-17 04:00:00,4,0,0,33.58,55.13,3.859,5.101
2025-02-17 05:00:00,5,0,0,32.33,56.69,5.101,4.81
2025-02-17 06:00:00,6,0,0,31.46,64.33,4.81,4.966
2025-02-17 07:00:00,7,0,0,33.1,59.88,4.966,5.588
2025-02-17 08:00:00,8,0,0,32.94,55.6,5.588,5.731
2025-02-17 09:00:00,9,0,0,28.52,62.89,5.731,4.391
2025-02-17 10:00:00,10,0,0,30.22,51.66,4.391,4.518
2025-02-17 11:00:00,11,0,0,29.17,59.65,4.518,4.001
2025-02-17 12:00:00,12,0,0,26.38,68.94,4.001,3.222
2025-02-17 13:00:00,13,0,0,27.59,57.83,3.222,3.918
2025-02-17 14:00:00,14,0,0,24.1,57.48,3.918,2.365
2025-02-17 15:00:00,15,0,0,23.48,58.96,2.365,2.268
2025-02-17 16:00:00,16,0,0,22.24,57.76,2.268,1.738
2025-02-17 17:00:00,17,0,0,22.02,59.46,1.738,1.367
2025-02-17 18:00:00,18,0,0,20.18,63.0,1.367,3.414
2025-02-17 19:00:00,19,0,0,19.84,58.1,3.414,3.176
2025-02-17 20:00:00,20,0,0,24.89,61.17,3.176,3.265
2025-02-17 21:00:00,21,0,0,22.02,67.9,3.265,3.036
2025-02-17 22:00:00,22,0,0,22.84,58.19,3.036,2.867
2025-02-17 23:00:00,23,0,0,22.3,70.76,2.867,3.092
2025-02-18 00:00:00,0,1,0,26.01,62.75,3.092,2.089
2025-02-18 01:00:00,1,1,0,26.27,65.13,2.089,1.959
2025-02-18 02:00:00,2,1,0,31.93,52.17,1.959,4.387
2025-02-18 03:00:00,3,1,0,32.01,59.66,4.387,4.161
2025-02-18 04:00:00,4,1,0,30.26,51.33,4.161,3.805
2025-02-18 05:00:00,5,1,0,35.17,57.31,3.805,5.366
2025-02-18 06:00:00,6,1,0,33.44,55.11,5.366,5.524
2025-02-18 07:00:00,7,1,0,31.31,58.72,5.524,5.078
2025-02-18 08:00:00,8,1,0,27.54,53.09,5.078,3.86
2025-02-18 09:00:00,9,1,0,33.94,49.38,3.86,6.322
2025-02-18 10:00:00,10,1,0,27.38,62.08,6.322,3.234
2025-02-18 11:00:00,11,1,0,25.79,55.63,3.234,2.357
2025-02-18 12:00:00,12,1,0,28.5,60.52,2.357,3.701
2025-02-18 13:00:00,13,1,0,29.33,50.7,3.701,4.314
2025-02-18 14:00:00,14,1,0,26.54,64.01,4.314,3.049
2025-02-18 15:00:00,15,1,0,24.27,55.42,3.049,2.224
2025-02-18 16:00:00,16,1,0,23.53,64.94,2.224,2.365
2025-02-18 17:00:00,17,1,0,23.41,65.4,2.365,1.847
2025-02-18 18:00:00,18,1,0,23.1,59.03,1.847,2.931
2025-02-18 19:00:00,19,1,0,22.56,65.87,2.931,3.16
2025-02-18 20:00:00,20,1,0,22.79,64.07,3.16,2.962
2025-02-18 21:00:00,21,1,0,23.33,59.64,2.962,2.733
2025-02-18 22:00:00,22,1,0,23.33,57.29,2.733,2.838
2025-02-18 23:00:00,23,1,0,25.25,50.99,2.838,3.37
2025-02-19 00:00:00,0,2,0,24.56,63.1,3.37,1.559
2025-02-19 01:00:00,1,2,0,28.25,50.58,1.559,2.913
2025-02-19 02:00:00,2,2,0,28.12,58.98,2.913,3.26
2025-02-19 03:00:00,3,2,0,28.98,56.5,3.26,3.068
2025-02-19 04:00:00,4,2,0,31.7,59.04,3.068,4.246
2025-02-19 05:00:00,5,2,0,34.02,52.28,4.246,4.954
2025-02-19 06:00:00,6,2,0,33.48,52.57,4.954,5.489
2025-02-19 07:00:00,7,2,0,29.57,61.0,5.489,4.305
2025-02-19 08:00:00,8,2,0,29.95,58.72,4.305,4.578
2025-02-19 09:00:00,9,2,0,32.05,56.94,4.578,5.631
2025-02-19 10:00:00,10,2,0,28.13,60.85,5.631,4.15
2025-02-19 11:00:00,11,2,0,28.06,50.88,4.15,3.431
2025-02-19 12:00:00,12,2,0,27.92,62.44,3.431,3.504
2025-02-19 13:00:00,13,2,0,24.35,64.58,3.504,2.358
2025-02-19 14:00:00,14,2,0,24.76,56.11,2.358,2.599
2025-02-19 15:00:00,15,2,0,21.56,62.53,2.599,2.256
2025-02-19 16:00:00,16,2,0,21.87,63.31,2.256,2.439
